User ID,Clothing ID,Rating
0805,00326,1
0376,00026,0
0484,00243,2
0897,00054,0
0634,00085,1
0892,00154,1
0512,00500,0
0682,00258,0
0716,00459,0
0009,00443,1
0447,00208,2
0284,00342,2
0980,00357,2
0784,00100,1
0470,00164,2
0160,00090,1
0687,00415,0
0274,00035,2
0839,00334,0
0558,00465,0
0425,00363,1
0654,00140,1
0184,00125,2
0118,00159,2
0712,00397,1
0678,00315,2
0256,00194,0
0677,00153,0
0174,00218,2
0678,00354,0
0391,00332,2
0653,00139,1
0408,00499,1
0786,00200,1
0592,00110,2
0546,00290,0
0730,00351,0
0907,00135,1
0493,00285,1
0797,00488,1
0722,00407,2
0348,00259,1
0630,00190,1
0820,00441,1
0378,00078,2
0843,00234,0
0445,00229,2
0650,00303,2
0624,00029,2
0307,00460,2
0891,00008,1
0781,00408,0
0316,00477,2
0041,00496,2
0844,00277,1
0919,00497,0
0512,00253,2
0615,00299,2
0207,00106,0
0018,00134,2
0745,00238,0
0800,00198,2
0297,00291,2
0013,00107,2
0208,00319,1
0591,00138,1
0884,00381,1
0305,00290,0
0989,00341,0
0660,00273,2
0244,00073,2
0429,00043,0
0130,00279,2
0617,00165,0
0537,00009,1
0203,00063,1
0672,00204,0
0458,00292,2
0562,00058,2
0276,00490,0
0060,00389,0
0945,00471,1
0767,00453,1
0648,00009,2
0915,00375,0
0512,00183,0
0561,00382,1
0639,00262,1
0246,00186,1
0194,00159,0
0442,00432,1
0911,00200,0
0992,00247,0
0952,00290,1
0076,00325,2
0881,00152,0
0470,00025,2
0215,00151,1
0458,00299,1
0885,00381,0
0996,00217,2
0502,00381,2
0006,00195,2
0167,00325,2
0503,00390,1
0202,00452,2
0044,00321,2
0874,00123,1
0871,00262,0
0970,00430,0
0208,00333,2
0974,00018,1
0476,00232,1
0373,00016,0
0973,00399,1
0931,00181,0
0023,00091,1
0842,00244,0
0233,00243,1
0852,00302,2
0328,00117,1
0781,00112,2
0564,00199,2
0328,00365,0
0504,00460,1
0773,00438,1
0095,00185,0
0631,00425,1
0869,00095,0
0569,00202,2
0437,00265,0
0748,00042,0
0906,00329,2
0570,00306,0
0245,00175,2
0914,00012,2
0183,00102,2
0861,00399,0
0924,00045,1
0182,00285,2
0280,00421,0
0054,00323,0
0319,00348,1
0259,00327,2
0585,00052,2
0020,00097,2
0879,00157,0
0353,00364,1
0985,00035,1
0185,00316,0
0335,00264,2
0993,00413,1
0200,00122,2
0494,00066,0
0823,00428,0
0410,00023,0
0423,00493,1
0643,00400,0
0721,00336,2
0364,00152,0
0974,00343,0
0936,00032,2
0452,00367,1
0527,00294,0
0108,00243,1
0552,00239,0
0678,00320,0
0303,00376,1
0115,00358,1
0005,00435,2
0669,00056,1
0803,00105,1
0045,00259,2
0011,00464,1
0237,00303,2
0440,00119,1
0098,00088,0
0193,00349,2
0172,00355,1
0618,00218,2
0635,00096,1
0993,00396,1
0621,00196,2
0790,00153,1
0507,00420,2
0685,00423,0
0322,00447,0
0478,00295,2
0443,00287,2
0885,00026,0
0705,00485,1
0833,00274,2
0642,00395,0
0519,00243,0
0153,00205,0
0547,00433,0
0802,00325,2
0301,00088,0
0987,00335,0
0718,00406,1
0592,00105,0
0631,00246,0
0489,00096,0
0052,00438,1
0630,00321,2
0547,00419,1
0790,00057,2
0816,00066,0
0492,00301,0
0469,00068,1
0115,00219,2
0734,00221,2
0545,00160,0
0630,00235,2
0043,00279,0
0615,00360,1
0288,00028,2
0528,00194,2
0708,00112,0
0303,00065,1
0474,00467,0
0089,00063,1
0903,00380,0
0713,00384,0
0395,00302,1
0038,00027,1
0740,00396,0
0784,00129,2
0160,00256,2
0312,00014,1
0285,00468,0
0584,00169,2
0856,00028,2
0250,00099,1
0459,00372,0
0674,00357,1
0142,00068,0
0050,00238,1
0321,00133,2
0218,00215,0
0253,00230,2
0355,00294,1
0014,00018,2
0274,00478,2
0344,00138,1
0127,00059,0
0415,00147,2
0995,00028,1
0974,00181,1
0090,00115,0
0807,00095,2
0553,00256,0
0320,00102,1
0755,00147,0
0557,00297,2
0993,00295,2
0424,00154,2
0927,00166,1
0028,00010,1
0608,00363,1
0812,00185,0
0679,00357,2
0414,00088,1
0496,00373,1
0951,00483,2
0003,00409,0
0373,00018,0
0943,00159,2
0378,00136,1
0314,00124,2
0413,00159,1
0426,00488,1
1000,00258,2
0500,00256,1
0786,00281,2
0363,00492,2
0061,00397,0
0530,00068,1
0127,00174,0
0529,00258,0
0117,00014,2
0594,00229,2
0437,00359,1
0007,00494,0
0681,00300,0
0193,00499,0
0011,00329,0
0254,00040,2
0109,00032,0
0722,00201,0
0769,00403,1
0652,00065,1
0610,00063,2
0645,00108,0
0449,00379,0
0060,00368,1
0208,00005,0
0389,00310,0
0002,00354,0
0558,00373,2
0618,00174,0
0079,00022,0
0918,00497,0
0052,00276,2
0562,00227,1
0793,00127,2
0244,00373,1
0705,00197,1
0220,00477,1
0452,00045,0
0413,00012,1
0063,00500,1
0385,00060,0
0309,00460,1
0479,00495,2
0850,00211,0
0749,00412,2
0092,00347,0
0285,00427,0
0183,00100,2
0906,00230,0
0589,00230,1
0903,00271,2
0508,00419,2
0649,00192,1
0667,00062,0
0693,00461,2
0589,00152,0
0876,00331,1
0986,00074,0
0909,00016,2
0426,00433,0
0784,00357,2
0333,00414,0
0294,00290,2
0626,00146,2
0987,00119,0
